INDEX,VEHICLE ID,LOCAL DATE,LOCAL TIME,LATITUDE,N/S,LONGITUDE,E/W
6312,7173,2014/6/10,11:01:19,40.00285,N,116.40434,E
6538,7276,2014/6/10,11:01:19,39.9867,N,116.3784,E
7358,9339,2014/6/10,11:01:19,40.07606,N,116.58131,E
83,2077,2014/6/10,11:01:20,39.88538,N,116.39544,E
522,2759,2014/6/10,11:01:20,39.95852,N,116.30327,E
1000,2831,2014/6/10,11:01:20,39.85542,N,116.40082,E
1069,2839,2014/6/10,11:01:20,39.94223,N,116.40212,E
2260,3368,2014/6/10,11:01:20,39.94777,N,116.38777,E
2290,3389,2014/6/10,11:01:20,40.04984,N,116.61076,E
2593,3525,2014/6/10,11:01:20,40.05004,N,116.55941,E
3497,5639,2014/6/10,11:01:20,39.86437,N,116.39315,E
3892,5804,2014/6/10,11:01:20,39.91253,N,116.48381,E
6440,7256,2014/6/10,11:01:20,39.7731,N,116.52348,E
6649,8155,2014/6/10,11:01:20,39.96008,N,116.451,E
6731,8162,2014/6/10,11:01:20,39.93555,N,116.06708,E
7808,9732,2014/6/10,11:01:20,39.92282,N,116.25822,E
8194,11670,2014/6/10,11:01:20,40.04985,N,116.61065,E
1958,3115,2014/6/10,11:01:21,39.86954,N,116.42342,E
2876,3886,2014/6/10,11:01:21,39.90529,N,116.45367,E
4117,6164,2014/6/10,11:01:21,39.95117,N,116.43362,E
4281,6258,2014/6/10,11:01:21,39.98792,N,116.4295,E
5472,6736,2014/6/10,11:01:21,39.98902,N,116.46784,E
5823,6823,2014/6/10,11:01:21,39.97831,N,116.56167,E
7259,9330,2014/6/10,11:01:21,39.89738,N,116.38917,E
7659,9477,2014/6/10,11:01:21,39.88859,N,116.29853,E
2094,3140,2014/6/10,11:01:22,39.98286,N,116.43182,E
2416,3469,2014/6/10,11:01:22,40.04977,N,116.6108,E
2924,4603,2014/6/10,11:01:22,39.86433,N,116.43595,E
2992,4621,2014/6/10,11:01:22,39.89238,N,116.37852,E
4318,6262,2014/6/10,11:01:22,39.89972,N,116.40923,E
4589,6469,2014/6/10,11:01:22,39.97167,N,116.49752,E
4775,6496,2014/6/10,11:01:22,39.51899,N,116.32025,E
5608,6760,2014/6/10,11:01:22,39.84144,N,116.33988,E
5715,6793,2014/6/10,11:01:22,40.28723,N,116.65364,E
6012,6873,2014/6/10,11:01:22,40.03843,N,116.52606,E
6441,7256,2014/6/10,11:01:22,39.77311,N,116.52348,E
7574,9455,2014/6/10,11:01:22,40.03783,N,116.52515,E
238,2715,2014/6/10,11:01:23,39.89911,N,116.43079,E
356,2735,2014/6/10,11:01:23,39.99228,N,116.32519,E
653,2779,2014/6/10,11:01:23,39.91609,N,116.44851,E
1652,3028,2014/6/10,11:01:23,39.94779,N,116.3899,E
2283,3388,2014/6/10,11:01:23,39.96514,N,116.37375,E
2931,4606,2014/6/10,11:01:23,39.90718,N,116.4271,E
3567,5661,2014/6/10,11:01:23,39.98897,N,116.33822,E
4049,5858,2014/6/10,11:01:23,39.968,N,116.45942,E
4397,6310,2014/6/10,11:01:23,40.04698,N,116.30134,E
5224,6680,2014/6/10,11:01:23,39.9487,N,116.47183,E
5274,6693,2014/6/10,11:01:23,39.97884,N,116.56137,E
6042,6880,2014/6/10,11:01:23,39.97813,N,116.56156,E
6147,6936,2014/6/10,11:01:23,39.97828,N,116.56174,E
6732,8162,2014/6/10,11:01:23,39.93556,N,116.06707,E
7226,9327,2014/6/10,11:01:23,39.87381,N,116.31482,E
8030,10119,2014/6/10,11:01:23,39.97928,N,116.30209,E
8085,10127,2014/6/10,11:01:23,39.94265,N,116.45597,E
8152,10732,2014/6/10,11:01:23,39.96791,N,116.4245,E
1412,2985,2014/6/10,11:01:24,39.86264,N,116.37238,E
1937,3112,2014/6/10,11:01:24,39.95658,N,116.33423,E
2209,3360,2014/6/10,11:01:24,39.85572,N,116.4125,E
2684,3548,2014/6/10,11:01:24,40.00741,N,116.50463,E
2908,4426,2014/6/10,11:01:24,39.80766,N,116.49981,E
3847,5782,2014/6/10,11:01:24,39.86648,N,116.47157,E
4258,6255,2014/6/10,11:01:24,39.90328,N,116.4836,E
4643,6480,2014/6/10,11:01:24,39.93536,N,116.37335,E
472,2753,2014/6/10,11:01:25,39.89968,N,116.65266,E
1089,2842,2014/6/10,11:01:25,39.97713,N,116.3274,E
1426,2986,2014/6/10,11:01:25,40.0295,N,116.26496,E
3781,5700,2014/6/10,11:01:25,39.92164,N,116.63386,E
4229,6252,2014/6/10,11:01:25,39.84825,N,116.41786,E
4348,6266,2014/6/10,11:01:25,39.82528,N,116.44487,E
4755,6494,2014/6/10,11:01:25,39.88828,N,116.26195,E
5810,6821,2014/6/10,11:01:25,39.86565,N,116.37221,E
6389,7185,2014/6/10,11:01:25,39.93609,N,116.33901,E
6733,8162,2014/6/10,11:01:25,39.93557,N,116.06706,E
7171,8607,2014/6/10,11:01:25,39.97302,N,116.47828,E
7368,9340,2014/6/10,11:01:25,40.00466,N,116.47316,E
809,2800,2014/6/10,11:01:26,39.866,N,116.37284,E
1044,2837,2014/6/10,11:01:26,39.97243,N,116.27722,E
1702,3047,2014/6/10,11:01:26,39.8873,N,116.44956,E
2974,4617,2014/6/10,11:01:26,39.92605,N,116.295,E
3658,5681,2014/6/10,11:01:26,39.78704,N,116.35169,E
3751,5696,2014/6/10,11:01:26,39.94349,N,116.43098,E
4328,6263,2014/6/10,11:01:26,39.93484,N,116.30103,E
7485,9445,2014/6/10,11:01:26,39.93121,N,116.36559,E
8043,10121,2014/6/10,11:01:26,40.04611,N,116.60605,E
702,2784,2014/6/10,11:01:27,39.91042,N,116.45533,E
1034,2836,2014/6/10,11:01:27,39.66948,N,116.58282,E
2143,3153,2014/6/10,11:01:27,40.07779,N,116.58764,E
2240,3363,2014/6/10,11:01:27,39.65302,N,116.07093,E
2349,3428,2014/6/10,11:01:27,39.90529,N,116.62448,E
3416,4716,2014/6/10,11:01:27,39.90574,N,116.45595,E
3536,5646,2014/6/10,11:01:27,39.77131,N,116.66032,E
3638,5677,2014/6/10,11:01:27,39.99291,N,116.44518,E
4723,6491,2014/6/10,11:01:27,39.83068,N,116.4434,E
6734,8162,2014/6/10,11:01:27,39.93558,N,116.06705,E
8149,10373,2014/6/10,11:01:27,39.91148,N,116.49443,E
887,2816,2014/6/10,11:01:28,39.93671,N,116.37334,E
1024,2834,2014/6/10,11:01:28,39.95663,N,116.41208,E
1308,2967,2014/6/10,11:01:28,39.96388,N,116.31053,E
1566,3015,2014/6/10,11:01:28,39.87913,N,116.48883,E
1746,3055,2014/6/10,11:01:28,39.93985,N,116.38379,E
2149,3154,2014/6/10,11:01:28,40.07456,N,116.58051,E
2462,3488,2014/6/10,11:01:28,40.13027,N,116.2574,E
2934,4608,2014/6/10,11:01:28,39.88206,N,116.39279,E
2985,4619,2014/6/10,11:01:28,39.8719,N,116.46002,E
3262,4678,2014/6/10,11:01:28,40.05,N,116.61104,E
3587,5665,2014/6/10,11:01:28,39.95862,N,116.7353,E
3648,5680,2014/6/10,11:01:28,40.04987,N,116.61079,E
3741,5695,2014/6/10,11:01:28,39.86987,N,116.32509,E
4060,5861,2014/6/10,11:01:28,39.89927,N,116.4617,E
4151,6244,2014/6/10,11:01:28,39.98164,N,116.37375,E
4199,6249,2014/6/10,11:01:28,40.34454,N,116.73332,E
4219,6251,2014/6/10,11:01:28,40.28854,N,116.2181,E
4933,6572,2014/6/10,11:01:28,39.97965,N,116.44808,E
5997,6870,2014/6/10,11:01:28,39.97514,N,116.48698,E
6157,6937,2014/6/10,11:01:28,39.90423,N,116.26796,E
6227,6978,2014/6/10,11:01:28,40.32111,N,116.63371,E
6377,7182,2014/6/10,11:01:28,39.92275,N,116.26147,E
6407,7250,2014/6/10,11:01:28,39.76102,N,116.54191,E
7142,8412,2014/6/10,11:01:28,40.00024,N,116.45034,E
22,1381,2014/6/10,11:01:29,39.99466,N,116.41572,E
1519,3006,2014/6/10,11:01:29,40.05432,N,116.83813,E
1819,3066,2014/6/10,11:01:29,39.84773,N,116.44074,E
2350,3428,2014/6/10,11:01:29,39.90528,N,116.62499,E
2375,3433,2014/6/10,11:01:29,40.08521,N,116.34092,E
3238,4671,2014/6/10,11:01:29,39.94005,N,116.45058,E
3761,5698,2014/6/10,11:01:29,39.93325,N,116.39007,E
3792,5704,2014/6/10,11:01:29,39.88848,N,116.66595,E
4189,6248,2014/6/10,11:01:29,40.14324,N,117.09001,E
4248,6254,2014/6/10,11:01:29,40.22824,N,117.11937,E
5194,6676,2014/6/10,11:01:29,39.91516,N,116.35051,E
5562,6749,2014/6/10,11:01:29,39.96608,N,116.32747,E
7980,9957,2014/6/10,11:01:29,39.96013,N,116.45207,E
8010,10015,2014/6/10,11:01:29,39.94746,N,116.51044,E
324,2728,2014/6/10,11:01:30,39.8749,N,116.45229,E
627,2777,2014/6/10,11:01:30,39.91471,N,116.35833,E
1199,2854,2014/6/10,11:01:30,39.88186,N,116.46404,E
1309,2967,2014/6/10,11:01:30,39.96404,N,116.31099,E
1479,2996,2014/6/10,11:01:30,39.91057,N,116.45163,E
1892,3080,2014/6/10,11:01:30,39.96467,N,116.44475,E
2114,3144,2014/6/10,11:01:30,39.93682,N,116.41854,E
2189,3271,2014/6/10,11:01:30,39.87443,N,116.31132,E
2954,4614,2014/6/10,11:01:30,40.63894,N,117.36124,E
3074,4643,2014/6/10,11:01:30,39.91301,N,116.57077,E
4835,6508,2014/6/10,11:01:30,39.90619,N,116.20844,E
5076,6634,2014/6/10,11:01:30,40.05842,N,116.58243,E
6117,6932,2014/6/10,11:01:30,39.88828,N,116.25811,E
6431,7255,2014/6/10,11:01:30,39.89471,N,116.45544,E
6564,7281,2014/6/10,11:01:30,40.3361,N,116.62575,E
6735,8162,2014/6/10,11:01:30,39.93558,N,116.06704,E
7286,9332,2014/6/10,11:01:30,39.90666,N,116.36781,E
7794,9721,2014/6/10,11:01:30,39.94573,N,116.26575,E
7846,9758,2014/6/10,11:01:30,39.89842,N,116.21849,E
8063,10125,2014/6/10,11:01:30,39.75003,N,116.3322,E
868,2811,2014/6/10,11:01:31,39.89583,N,116.28753,E
897,2817,2014/6/10,11:01:31,39.85482,N,116.21609,E
1567,3015,2014/6/10,11:01:31,39.87941,N,116.48829,E
1578,3016,2014/6/10,11:01:31,39.91484,N,116.35043,E
1662,3031,2014/6/10,11:01:31,39.96171,N,116.41532,E
1671,3033,2014/6/10,11:01:31,39.98243,N,116.37311,E
2608,3529,2014/6/10,11:01:31,40.04997,N,116.61091,E
2865,3867,2014/6/10,11:01:31,39.96599,N,116.32649,E
3680,5683,2014/6/10,11:01:31,39.97081,N,116.46354,E
4529,6462,2014/6/10,11:01:31,39.92299,N,116.28184,E
5427,6723,2014/6/10,11:01:31,40.06534,N,117.38929,E
5437,6725,2014/6/10,11:01:31,39.97806,N,116.56171,E
5594,6757,2014/6/10,11:01:31,39.95422,N,116.35535,E
5634,6765,2014/6/10,11:01:31,40.00995,N,116.49839,E
6288,7168,2014/6/10,11:01:31,40.36016,N,115.95403,E
6390,7185,2014/6/10,11:01:31,39.93616,N,116.33784,E
6549,7278,2014/6/10,11:01:31,40.32128,N,116.68942,E
7415,9428,2014/6/10,11:01:31,40.06666,N,116.58196,E
7754,9691,2014/6/10,11:01:31,39.9231,N,116.20629,E
288,2723,2014/6/10,11:01:32,39.88847,N,116.31576,E
663,2780,2014/6/10,11:01:32,39.96643,N,116.30165,E
1054,2838,2014/6/10,11:01:32,39.85572,N,116.41476,E
1568,3015,2014/6/10,11:01:32,39.87947,N,116.48819,E
1776,3061,2014/6/10,11:01:32,39.88599,N,116.42825,E
2366,3432,2014/6/10,11:01:32,39.91903,N,116.44242,E
2565,3517,2014/6/10,11:01:32,39.87468,N,116.62733,E
2762,3658,2014/6/10,11:01:32,40.04982,N,116.61063,E
2805,3765,2014/6/10,11:01:32,39.92184,N,116.48626,E
2860,3860,2014/6/10,11:01:32,39.96483,N,116.43554,E
3075,4643,2014/6/10,11:01:32,39.91301,N,116.57077,E
3419,4717,2014/6/10,11:01:32,39.74075,N,116.12671,E
4261,6256,2014/6/10,11:01:32,39.86569,N,116.28106,E
4824,6507,2014/6/10,11:01:32,39.91274,N,116.33053,E
5396,6717,2014/6/10,11:01:32,39.9781,N,116.56185,E
6112,6931,2014/6/10,11:01:32,39.94753,N,116.37019,E
6193,6950,2014/6/10,11:01:32,39.91463,N,116.35167,E
6391,7185,2014/6/10,11:01:32,39.93617,N,116.33768,E
6522,7272,2014/6/10,11:01:32,39.95435,N,116.44164,E
6545,7277,2014/6/10,11:01:32,40.0913,N,116.69481,E
6590,7286,2014/6/10,11:01:32,39.94992,N,116.37061,E
6736,8162,2014/6/10,11:01:32,39.93559,N,116.06703,E
6971,8359,2014/6/10,11:01:32,39.94479,N,116.40198,E
7462,9439,2014/6/10,11:01:32,39.90405,N,116.44574,E
1438,2990,2014/6/10,11:01:33,39.63626,N,116.73421,E
1601,3018,2014/6/10,11:01:33,39.85668,N,116.31071,E
3456,4726,2014/6/10,11:01:33,39.78945,N,116.81994,E
3507,5640,2014/6/10,11:01:33,39.92431,N,116.30035,E
4860,6511,2014/6/10,11:01:33,39.88387,N,116.51696,E
5582,6754,2014/6/10,11:01:33,39.93982,N,116.44097,E
6241,6985,2014/6/10,11:01:33,39.90723,N,116.44431,E
6251,6987,2014/6/10,11:01:33,39.968,N,116.41767,E
6283,7109,2014/6/10,11:01:33,39.80532,N,116.43713,E
6546,7277,2014/6/10,11:01:33,40.09121,N,116.69481,E
6659,8156,2014/6/10,11:01:33,40.07846,N,116.27401,E
7122,8410,2014/6/10,11:01:33,39.93392,N,116.43792,E
7670,9650,2014/6/10,11:01:33,40.03048,N,116.67773,E
70,2075,2014/6/10,11:01:34,39.90354,N,116.42082,E
370,2736,2014/6/10,11:01:34,39.70676,N,116.00801,E
492,2755,2014/6/10,11:01:34,40.18493,N,116.17799,E
723,2787,2014/6/10,11:01:34,39.94668,N,116.28716,E
1141,2848,2014/6/10,11:01:34,39.84059,N,116.3879,E
1855,3075,2014/6/10,11:01:34,39.84999,N,116.39384,E
2707,3553,2014/6/10,11:01:34,39.90671,N,116.4112,E
2841,3843,2014/6/10,11:01:34,39.85079,N,116.38174,E
4081,5867,2014/6/10,11:01:34,39.86543,N,116.4158,E
4499,6446,2014/6/10,11:01:34,39.82531,N,116.33328,E
4509,6447,2014/6/10,11:01:34,40.04996,N,116.61059,E
4633,6479,2014/6/10,11:01:34,39.99199,N,116.34464,E
4702,6489,2014/6/10,11:01:34,39.89175,N,116.2468,E
4733,6492,2014/6/10,11:01:34,39.93328,N,116.4553,E
6133,6934,2014/6/10,11:01:34,39.97723,N,116.5652,E
6344,7178,2014/6/10,11:01:34,39.94816,N,116.37594,E
6737,8162,2014/6/10,11:01:34,39.93559,N,116.06703,E
7040,8402,2014/6/10,11:01:34,39.9469,N,116.36377,E
7236,9328,2014/6/10,11:01:34,39.94405,N,116.41054,E
7594,9459,2014/6/10,11:01:34,39.87916,N,116.38388,E
7807,9730,2014/6/10,11:01:34,39.90251,N,116.20572,E
8020,10118,2014/6/10,11:01:34,39.8782,N,116.29218,E
2,1379,2014/6/10,11:01:35,39.96724,N,116.46689,E
138,2619,2014/6/10,11:01:35,39.97184,N,116.4653,E
754,2791,2014/6/10,11:01:35,39.95788,N,116.41899,E
981,2829,2014/6/10,11:01:35,39.90542,N,116.42967,E
1922,3111,2014/6/10,11:01:35,39.88773,N,116.36509,E
2271,3375,2014/6/10,11:01:35,40.07751,N,116.58651,E
3720,5692,2014/6/10,11:01:35,39.87167,N,116.46242,E
3867,5799,2014/6/10,11:01:35,40.01731,N,116.52347,E
5354,6707,2014/6/10,11:01:35,39.92254,N,116.52214,E
7542,9447,2014/6/10,11:01:35,39.97257,N,116.46288,E
1162,2850,2014/6/10,11:01:36,39.98615,N,116.32945,E
1449,2991,2014/6/10,11:01:36,39.9644,N,116.44334,E
1850,3074,2014/6/10,11:01:36,39.86857,N,116.52043,E
2009,3123,2014/6/10,11:01:36,39.77839,N,116.42922,E
2160,3160,2014/6/10,11:01:36,39.96385,N,116.55038,E
2265,3374,2014/6/10,11:01:36,39.84705,N,116.27854,E
2819,3797,2014/6/10,11:01:36,39.28394,N,117.36115,E
3182,4662,2014/6/10,11:01:36,39.92642,N,116.66416,E
3527,5642,2014/6/10,11:01:36,39.89916,N,116.4388,E
4415,6312,2014/6/10,11:01:36,39.93089,N,116.29573,E
6738,8162,2014/6/10,11:01:36,39.9356,N,116.06703,E
7202,9325,2014/6/10,11:01:36,39.92687,N,116.29978,E
7486,9445,2014/6/10,11:01:36,39.93121,N,116.36559,E
192,2707,2014/6/10,11:01:37,39.88225,N,116.29662,E
414,2740,2014/6/10,11:01:37,40.04991,N,116.61097,E
2309,3394,2014/6/10,11:01:37,39.9154,N,116.49353,E
2773,3681,2014/6/10,11:01:37,39.89117,N,116.45609,E
2881,3888,2014/6/10,11:01:37,39.95669,N,116.45785,E
3710,5689,2014/6/10,11:01:37,39.89825,N,116.36508,E
4141,6188,2014/6/10,11:01:37,39.89911,N,116.38978,E
160,2623,2014/6/10,11:01:38,39.97233,N,116.49353,E
1469,2994,2014/6/10,11:01:38,39.87497,N,116.46676,E
1845,3073,2014/6/10,11:01:38,39.98281,N,116.46574,E
2939,4612,2014/6/10,11:01:38,39.89575,N,116.34467,E
3076,4643,2014/6/10,11:01:38,39.91307,N,116.5708,E
4368,6269,2014/6/10,11:01:38,39.86662,N,116.47243,E
5284,6696,2014/6/10,11:01:38,39.97653,N,116.57905,E
6669,8157,2014/6/10,11:01:38,39.96183,N,116.3964,E
6739,8162,2014/6/10,11:01:38,39.9356,N,116.06703,E
318,2727,2014/6/10,11:01:39,40.00022,N,116.44867,E
1862,3076,2014/6/10,11:01:39,39.88566,N,116.4309,E
3771,5699,2014/6/10,11:01:39,39.93219,N,116.68754,E
3886,5802,2014/6/10,11:01:39,39.99497,N,116.49731,E
4358,6267,2014/6/10,11:01:39,40.00673,N,116.49391,E
4477,6440,2014/6/10,11:01:39,39.83286,N,116.37327,E
6569,7282,2014/6/10,11:01:39,39.97665,N,116.47546,E
6740,8162,2014/6/10,11:01:39,39.9356,N,116.06704,E
7322,9335,2014/6/10,11:01:39,39.88677,N,116.43407,E
7427,9430,2014/6/10,11:01:39,39.94808,N,116.45635,E
7665,9585,2014/6/10,11:01:39,39.89369,N,116.66469,E
7990,9958,2014/6/10,11:01:39,39.92129,N,116.43354,E
1316,2969,2014/6/10,11:01:40,39.79185,N,116.39173,E
1336,2973,2014/6/10,11:01:40,40.01186,N,116.50887,E
2624,3535,2014/6/10,11:01:40,40.00355,N,116.34624,E
2940,4612,2014/6/10,11:01:40,39.89608,N,116.34451,E
2965,4616,2014/6/10,11:01:40,39.90695,N,116.48785,E
3128,4651,2014/6/10,11:01:40,39.84994,N,116.30068,E
3322,4684,2014/6/10,11:01:40,39.97354,N,116.37468,E
4446,6432,2014/6/10,11:01:40,39.90691,N,116.47409,E
4467,6439,2014/6/10,11:01:40,39.9068,N,116.49672,E
4713,6490,2014/6/10,11:01:40,39.87636,N,116.34935,E
6176,6943,2014/6/10,11:01:40,39.93304,N,116.31969,E
6450,7259,2014/6/10,11:01:40,40.00441,N,116.4971,E
7311,9334,2014/6/10,11:01:40,40.20955,N,116.81272,E
7323,9335,2014/6/10,11:01:40,39.88664,N,116.43405,E
542,2761,2014/6/10,11:01:41,39.84723,N,116.19599,E
654,2779,2014/6/10,11:01:41,39.91763,N,116.44789,E
1735,3053,2014/6/10,11:01:41,39.8927,N,116.44963,E
2048,3131,2014/6/10,11:01:41,39.94448,N,116.42755,E
2170,3186,2014/6/10,11:01:41,39.89937,N,116.48445,E
2783,3716,2014/6/10,11:01:41,36.27418,N,120.06133,E
2851,3845,2014/6/10,11:01:41,40.03581,N,116.34942,E
3312,4683,2014/6/10,11:01:41,39.99378,N,116.5011,E
3608,5668,2014/6/10,11:01:41,40.18751,N,117.12513,E
5546,6747,2014/6/10,11:01:41,40.02129,N,116.48843,E
5940,6853,2014/6/10,11:01:41,40.02264,N,116.50483,E
6741,8162,2014/6/10,11:01:41,39.9356,N,116.06705,E
7324,9335,2014/6/10,11:01:41,39.88653,N,116.43403,E
183,2706,2014/6/10,11:01:42,39.95693,N,116.34839,E
733,2788,2014/6/10,11:01:42,39.92268,N,116.41986,E
765,2792,2014/6/10,11:01:42,39.83283,N,116.3747,E
1001,2831,2014/6/10,11:01:42,39.85566,N,116.40426,E
1257,2862,2014/6/10,11:01:42,39.93949,N,116.40134,E
2452,3484,2014/6/10,11:01:42,40.04019,N,116.56096,E
2583,3524,2014/6/10,11:01:42,39.96131,N,116.40016,E
3253,4677,2014/6/10,11:01:42,39.95098,N,116.45089,E
3375,4708,2014/6/10,11:01:42,40.01086,N,116.5038,E
3627,5670,2014/6/10,11:01:42,39.98361,N,116.29792,E
4653,6482,2014/6/10,11:01:42,39.93052,N,116.49594,E
5005,6599,2014/6/10,11:01:42,39.90378,N,116.4217,E
5156,6664,2014/6/10,11:01:42,39.97818,N,116.56166,E
5624,6764,2014/6/10,11:01:42,39.94719,N,116.46259,E
5930,6851,2014/6/10,11:01:42,39.97812,N,116.56119,E
6061,6924,2014/6/10,11:01:42,40.01066,N,116.50919,E
6621,7554,2014/6/10,11:01:42,39.93944,N,116.38687,E
8053,10124,2014/6/10,11:01:42,40.00534,N,116.31255,E
655,2779,2014/6/10,11:01:43,39.91768,N,116.44788,E
835,2807,2014/6/10,11:01:43,39.71817,N,116.4248,E
912,2819,2014/6/10,11:01:43,39.8974,N,116.35088,E
1152,2849,2014/6/10,11:01:43,39.94552,N,116.31961,E
2635,3537,2014/6/10,11:01:43,40.07757,N,116.58243,E
3021,4626,2014/6/10,11:01:43,40.03941,N,116.3372,E
3122,4650,2014/6/10,11:01:43,39.84785,N,116.32705,E
3821,5761,2014/6/10,11:01:43,40.04989,N,116.61092,E
5369,6709,2014/6/10,11:01:43,39.97784,N,116.47133,E
5461,6733,2014/6/10,11:01:43,39.897,N,116.42372,E
7337,9336,2014/6/10,11:01:43,39.90837,N,116.50259,E
8119,10301,2014/6/10,11:01:43,40.07713,N,116.58744,E
8171,11666,2014/6/10,11:01:43,39.949,N,116.42464,E
512,2757,2014/6/10,11:01:44,39.95197,N,116.38901,E
877,2814,2014/6/10,11:01:44,39.81114,N,116.40252,E
1230,2857,2014/6/10,11:01:44,39.89822,N,116.36498,E
1366,2978,2014/6/10,11:01:44,39.90667,N,116.6628,E
3123,4650,2014/6/10,11:01:44,39.84786,N,116.32705,E
3172,4659,2014/6/10,11:01:44,39.86779,N,116.79649,E
3200,4664,2014/6/10,11:01:44,39.99831,N,116.49597,E
3965,5830,2014/6/10,11:01:44,39.96631,N,116.35947,E
4880,6514,2014/6/10,11:01:44,39.85531,N,116.36597,E
4963,6590,2014/6/10,11:01:44,39.97363,N,116.37565,E
5525,6745,2014/6/10,11:01:44,39.90455,N,116.47985,E
5664,6768,2014/6/10,11:01:44,39.9783,N,116.56033,E
5964,6856,2014/6/10,11:01:44,40.04325,N,116.52796,E
6142,6935,2014/6/10,11:01:44,39.89528,N,116.31449,E
6742,8162,2014/6/10,11:01:44,39.93559,N,116.06708,E
36,1663,2014/6/10,11:01:45,39.96685,N,116.43242,E
597,2774,2014/6/10,11:01:45,39.79867,N,116.33377,E
1002,2831,2014/6/10,11:01:45,39.85561,N,116.40466,E
1497,3000,2014/6/10,11:01:45,39.94627,N,116.36612,E
2386,3438,2014/6/10,11:01:45,39.91217,N,116.54858,E
3143,4653,2014/6/10,11:01:45,39.99181,N,116.3598,E
3898,5805,2014/6/10,11:01:45,39.90888,N,116.42864,E
4338,6264,2014/6/10,11:01:45,39.8541,N,116.39367,E
6293,7169,2014/6/10,11:01:45,40.08686,N,116.78325,E
6304,7171,2014/6/10,11:01:45,39.97314,N,116.48083,E
7338,9336,2014/6/10,11:01:45,39.90837,N,116.5025,E
150,2622,2014/6/10,11:01:46,39.89845,N,116.3213,E
711,2786,2014/6/10,11:01:46,39.88281,N,116.29742,E
958,2826,2014/6/10,11:01:46,40.01419,N,116.3394,E
1118,2845,2014/6/10,11:01:46,39.98689,N,116.39389,E
1278,2875,2014/6/10,11:01:46,39.83201,N,116.41878,E
2399,3456,2014/6/10,11:01:46,39.55811,N,116.78124,E
2472,3489,2014/6/10,11:01:46,39.92413,N,116.60508,E
2618,3534,2014/6/10,11:01:46,39.97398,N,116.33195,E
3037,4630,2014/6/10,11:01:46,39.63564,N,116.56118,E
4020,5848,2014/6/10,11:01:46,39.89191,N,116.41913,E
4539,6464,2014/6/10,11:01:46,39.94551,N,116.45579,E
5572,6750,2014/6/10,11:01:46,39.94967,N,116.34961,E
5654,6767,2014/6/10,11:01:46,39.87609,N,116.45189,E
5768,6811,2014/6/10,11:01:46,39.94081,N,116.54985,E
6028,6875,2014/6/10,11:01:46,39.97505,N,116.37427,E
6610,7550,2014/6/10,11:01:46,39.90631,N,116.26764,E
6743,8162,2014/6/10,11:01:46,39.93558,N,116.06709,E
7487,9445,2014/6/10,11:01:46,39.93121,N,116.36559,E
7906,9783,2014/6/10,11:01:46,39.9311,N,116.18773,E
8098,10259,2014/6/10,11:01:46,40.05554,N,118.73669,E
258,2720,2014/6/10,11:01:47,39.94363,N,116.35415,E
482,2754,2014/6/10,11:01:47,40.02878,N,116.33179,E
606,2775,2014/6/10,11:01:47,39.91126,N,116.41182,E
815,2801,2014/6/10,11:01:47,39.86672,N,116.32537,E
1220,2856,2014/6/10,11:01:47,39.90008,N,116.37614,E
1402,2984,2014/6/10,11:01:47,39.88545,N,116.48392,E
1639,3023,2014/6/10,11:01:47,39.93759,N,116.43814,E
1786,3062,2014/6/10,11:01:47,40.03191,N,116.40407,E
2571,3523,2014/6/10,11:01:47,39.93253,N,116.45391,E
2644,3538,2014/6/10,11:01:47,39.91221,N,116.4544,E
2717,3554,2014/6/10,11:01:47,39.88878,N,116.44796,E
4092,5870,2014/6/10,11:01:47,39.95893,N,116.45108,E
4519,6461,2014/6/10,11:01:47,39.62034,N,116.70364,E
4559,6466,2014/6/10,11:01:47,40.28467,N,116.77008,E
4672,6486,2014/6/10,11:01:47,39.75371,N,116.34521,E
4922,6569,2014/6/10,11:01:47,40.07935,N,116.23469,E
5184,6673,2014/6/10,11:01:47,39.98216,N,116.29999,E
5314,6700,2014/6/10,11:01:47,39.97754,N,116.55978,E
8000,10012,2014/6/10,11:01:47,39.97224,N,116.48538,E
106,2083,2014/6/10,11:01:48,39.96143,N,116.37492,E
228,2714,2014/6/10,11:01:48,39.92653,N,116.60098,E
357,2735,2014/6/10,11:01:48,39.99204,N,116.32522,E
617,2776,2014/6/10,11:01:48,40.06767,N,116.2408,E
755,2791,2014/6/10,11:01:48,39.95948,N,116.41897,E
786,2795,2014/6/10,11:01:48,39.92487,N,116.13776,E
1326,2972,2014/6/10,11:01:48,39.86964,N,116.3255,E
2059,3134,2014/6/10,11:01:48,39.94826,N,116.40179,E
2752,3649,2014/6/10,11:01:48,39.90791,N,116.43819,E
3027,4629,2014/6/10,11:01:48,40.1077,N,116.63282,E
3226,4669,2014/6/10,11:01:48,39.87019,N,116.3906,E
5112,6652,2014/6/10,11:01:48,39.86975,N,116.31514,E
5447,6730,2014/6/10,11:01:48,39.97824,N,116.56183,E
6744,8162,2014/6/10,11:01:48,39.93558,N,116.06709,E
6941,8179,2014/6/10,11:01:48,39.90812,N,116.39601,E
7948,9954,2014/6/10,11:01:48,39.71995,N,116.65201,E
532,2760,2014/6/10,11:01:49,40.05137,N,116.3055,E
825,2806,2014/6/10,11:01:49,39.82927,N,116.31632,E
1251,2861,2014/6/10,11:01:49,40.01187,N,116.50956,E
