INDEX,VEHICLE ID,LOCAL DATE,LOCAL TIME,LATITUDE,N/S,LONGITUDE,E/W
334,2731,2014/6/10,11:00:00,39.97027,N,116.41869,E
672,2781,2014/6/10,11:00:00,39.94757,N,116.38253,E
1354,2976,2014/6/10,11:00:00,39.96297,N,116.49385,E
1385,2982,2014/6/10,11:00:00,39.89642,N,116.36828,E
1839,3071,2014/6/10,11:00:00,40.06035,N,116.57194,E
2219,3361,2014/6/10,11:00:00,39.85213,N,116.35243,E
2832,3838,2014/6/10,11:00:00,39.9069,N,116.44687,E
3914,5812,2014/6/10,11:00:00,40.2023,N,117.19685,E
3975,5832,2014/6/10,11:00:00,39.90387,N,116.45548,E
7191,9324,2014/6/10,11:00:00,40.08842,N,116.27419,E
7400,9425,2014/6/10,11:00:00,39.98552,N,116.33429,E
7611,9463,2014/6/10,11:00:00,39.88632,N,116.31186,E
8107,10294,2014/6/10,11:00:00,39.8715,N,116.47207,E
57,2072,2014/6/10,11:00:01,39.95817,N,116.40175,E
795,2798,2014/6/10,11:00:01,39.92307,N,116.28331,E
1987,3119,2014/6/10,11:00:01,39.90833,N,116.5711,E
2249,3364,2014/6/10,11:00:01,39.86892,N,116.38152,E
2328,3423,2014/6/10,11:00:01,39.93171,N,116.37387,E
3330,4692,2014/6/10,11:00:01,39.96635,N,116.24813,E
4291,6259,2014/6/10,11:00:01,39.93428,N,116.49344,E
4912,6566,2014/6/10,11:00:01,39.97843,N,116.56174,E
6388,7184,2014/6/10,11:00:01,40.10803,N,116.27866,E
6688,8162,2014/6/10,11:00:01,39.93556,N,116.06708,E
7151,8413,2014/6/10,11:00:01,40.01565,N,116.28025,E
7410,9427,2014/6/10,11:00:01,39.96389,N,116.38856,E
445,2745,2014/6/10,11:00:02,39.96863,N,116.49176,E
561,2765,2014/6/10,11:00:02,39.89193,N,116.36256,E
2546,3510,2014/6/10,11:00:02,39.99883,N,116.38089,E
3195,4664,2014/6/10,11:00:02,39.99832,N,116.49601,E
3212,4667,2014/6/10,11:00:02,39.95445,N,116.23626,E
3486,5638,2014/6/10,11:00:02,40.07593,N,116.58102,E
3689,5684,2014/6/10,11:00:02,39.90517,N,116.44523,E
4621,6478,2014/6/10,11:00:02,39.86029,N,116.3779,E
5055,6628,2014/6/10,11:00:02,39.93231,N,116.42882,E
5416,6720,2014/6/10,11:00:02,39.9416,N,116.53478,E
5486,6739,2014/6/10,11:00:02,39.95327,N,116.38867,E
5974,6861,2014/6/10,11:00:02,39.98737,N,116.50441,E
6268,6997,2014/6/10,11:00:02,39.97828,N,116.56074,E
6278,7003,2014/6/10,11:00:02,39.98726,N,116.41573,E
6689,8162,2014/6/10,11:00:02,39.93555,N,116.06708,E
7300,9333,2014/6/10,11:00:02,39.8993,N,116.4609,E
344,2732,2014/6/10,11:00:03,40.06444,N,116.54938,E
391,2738,2014/6/10,11:00:03,39.9137,N,116.34715,E
1344,2975,2014/6/10,11:00:03,39.94044,N,116.30521,E
1765,3057,2014/6/10,11:00:03,39.89033,N,116.46075,E
2082,3139,2014/6/10,11:00:03,39.9216,N,116.48032,E
2441,3480,2014/6/10,11:00:03,39.9837,N,116.44244,E
2633,3537,2014/6/10,11:00:03,40.07601,N,116.58138,E
3345,4701,2014/6/10,11:00:03,39.93756,N,116.51763,E
3516,5641,2014/6/10,11:00:03,39.8858,N,116.43769,E
3993,5838,2014/6/10,11:00:03,39.93865,N,116.48392,E
4456,6434,2014/6/10,11:00:03,39.72238,N,116.56232,E
5243,6682,2014/6/10,11:00:03,40.01271,N,116.50343,E
6279,7003,2014/6/10,11:00:03,39.98726,N,116.41573,E
6980,8376,2014/6/10,11:00:03,39.96161,N,116.38882,E
7020,8400,2014/6/10,11:00:03,39.9755,N,116.47853,E
7395,9424,2014/6/10,11:00:03,39.93204,N,116.48364,E
7537,9446,2014/6/10,11:00:03,39.88862,N,116.28887,E
11,1380,2014/6/10,11:00:04,39.96234,N,116.45484,E
435,2743,2014/6/10,11:00:04,39.93039,N,116.45555,E
586,2772,2014/6/10,11:00:04,39.88401,N,116.31151,E
784,2795,2014/6/10,11:00:04,39.9377,N,116.11927,E
1577,3016,2014/6/10,11:00:04,39.90981,N,116.35053,E
1622,3021,2014/6/10,11:00:04,39.85592,N,116.40662,E
2536,3508,2014/6/10,11:00:04,39.94776,N,116.40513,E
4844,6509,2014/6/10,11:00:04,39.90579,N,116.3726,E
5066,6632,2014/6/10,11:00:04,39.97838,N,116.5618,E
5135,6662,2014/6/10,11:00:04,39.87407,N,116.21995,E
5673,6770,2014/6/10,11:00:04,39.93017,N,116.49537,E
5820,6823,2014/6/10,11:00:04,39.97831,N,116.56167,E
6363,7181,2014/6/10,11:00:04,39.9562,N,116.32552,E
6690,8162,2014/6/10,11:00:04,39.93555,N,116.06709,E
6950,8343,2014/6/10,11:00:04,40.29613,N,116.7996,E
7080,8406,2014/6/10,11:00:04,40.00784,N,116.52371,E
7705,9676,2014/6/10,11:00:04,39.92394,N,116.23241,E
7871,9768,2014/6/10,11:00:04,40.11072,N,116.35712,E
7969,9956,2014/6/10,11:00:04,40.0457,N,116.6093,E
8128,10330,2014/6/10,11:00:04,37.10398,N,114.60581,E
1098,2843,2014/6/10,11:00:05,39.9336,N,116.3669,E
1210,2855,2014/6/10,11:00:05,39.95822,N,116.3734,E
1267,2863,2014/6/10,11:00:05,39.96138,N,116.30169,E
1947,3113,2014/6/10,11:00:05,39.90303,N,116.45358,E
3068,4642,2014/6/10,11:00:05,40.08964,N,116.28178,E
3801,5757,2014/6/10,11:00:05,39.88365,N,116.34393,E
7861,9767,2014/6/10,11:00:05,39.9873,N,116.41115,E
2198,3359,2014/6/10,11:00:06,39.96681,N,116.37538,E
3729,5693,2014/6/10,11:00:06,39.88964,N,116.42331,E
3924,5818,2014/6/10,11:00:06,39.96737,N,116.39788,E
5101,6647,2014/6/10,11:00:06,39.96284,N,116.44264,E
6691,8162,2014/6/10,11:00:06,39.93555,N,116.0671,E
7010,8399,2014/6/10,11:00:06,40.05794,N,116.33606,E
7051,8403,2014/6/10,11:00:06,39.86549,N,116.41528,E
7589,9458,2014/6/10,11:00:06,39.80474,N,116.49397,E
576,2771,2014/6/10,11:00:07,39.74477,N,116.33589,E
1078,2841,2014/6/10,11:00:07,39.91228,N,116.45712,E
1184,2852,2014/6/10,11:00:07,39.98511,N,116.32893,E
1287,2879,2014/6/10,11:00:07,39.89347,N,116.48382,E
2333,3425,2014/6/10,11:00:07,39.96759,N,116.40894,E
2338,3426,2014/6/10,11:00:07,39.94038,N,116.53897,E
3133,4652,2014/6/10,11:00:07,39.97401,N,116.40146,E
3436,4720,2014/6/10,11:00:07,39.94042,N,116.54969,E
4413,6312,2014/6/10,11:00:07,39.93149,N,116.29565,E
5333,6704,2014/6/10,11:00:07,39.97843,N,116.55926,E
5406,6718,2014/6/10,11:00:07,39.96725,N,116.46044,E
5815,6822,2014/6/10,11:00:07,39.91084,N,116.36768,E
6092,6929,2014/6/10,11:00:07,40.04386,N,116.60287,E
6350,7179,2014/6/10,11:00:07,39.94779,N,116.45599,E
6692,8162,2014/6/10,11:00:07,39.93554,N,116.0671,E
7214,9326,2014/6/10,11:00:07,39.91575,N,116.45532,E
7477,9445,2014/6/10,11:00:07,39.931,N,116.3591,E
7784,9712,2014/6/10,11:00:07,39.9744,N,116.2997,E
202,2708,2014/6/10,11:00:08,39.95782,N,116.41279,E
945,2823,2014/6/10,11:00:08,39.94671,N,116.36608,E
1211,2855,2014/6/10,11:00:08,39.95846,N,116.37342,E
1239,2858,2014/6/10,11:00:08,40.05165,N,116.593,E
2726,3559,2014/6/10,11:00:08,39.91045,N,116.35693,E
3475,5637,2014/6/10,11:00:08,39.95855,N,116.4434,E
4387,6271,2014/6/10,11:00:08,39.94594,N,116.45588,E
4942,6581,2014/6/10,11:00:08,39.98861,N,116.48087,E
5233,6681,2014/6/10,11:00:08,39.87105,N,116.39395,E
7131,8411,2014/6/10,11:00:08,40.06706,N,116.26734,E
7644,9473,2014/6/10,11:00:08,39.92012,N,116.44734,E
1212,2855,2014/6/10,11:00:09,39.95857,N,116.37343,E
2103,3143,2014/6/10,11:00:09,39.89242,N,116.3381,E
2380,3436,2014/6/10,11:00:09,39.9566,N,116.43857,E
2827,3836,2014/6/10,11:00:09,40.0255,N,116.40401,E
4814,6506,2014/6/10,11:00:09,39.91685,N,116.35038,E
5773,6812,2014/6/10,11:00:09,39.99272,N,116.56246,E
6693,8162,2014/6/10,11:00:09,39.93554,N,116.06709,E
6960,8351,2014/6/10,11:00:09,39.96899,N,116.4623,E
7789,9717,2014/6/10,11:00:09,39.89305,N,116.25828,E
7862,9767,2014/6/10,11:00:09,39.98727,N,116.41028,E
1297,2964,2014/6/10,11:00:10,39.85277,N,116.42431,E
1711,3048,2014/6/10,11:00:10,39.91539,N,116.3591,E
2665,3547,2014/6/10,11:00:10,39.86914,N,116.51714,E
3944,5826,2014/6/10,11:00:10,39.97734,N,116.51162,E
3990,5837,2014/6/10,11:00:10,40.00012,N,116.4977,E
4995,6598,2014/6/10,11:00:10,39.85454,N,116.48031,E
6480,7265,2014/6/10,11:00:10,40.01885,N,116.27724,E
6694,8162,2014/6/10,11:00:10,39.93554,N,116.06708,E
7632,9471,2014/6/10,11:00:10,39.88189,N,116.38349,E
7839,9755,2014/6/10,11:00:10,39.85799,N,116.44351,E
47,2068,2014/6/10,11:00:11,39.97203,N,116.46451,E
774,2793,2014/6/10,11:00:11,39.91521,N,116.53104,E
1824,3069,2014/6/10,11:00:11,40.04984,N,116.61069,E
3405,4715,2014/6/10,11:00:11,39.89126,N,116.45222,E
3934,5820,2014/6/10,11:00:11,39.9682,N,116.51856,E
4548,6465,2014/6/10,11:00:11,39.93112,N,116.31894,E
5323,6703,2014/6/10,11:00:11,39.9786,N,116.56099,E
5833,6827,2014/6/10,11:00:11,39.90643,N,116.44507,E
6072,6927,2014/6/10,11:00:11,39.97829,N,116.34766,E
6695,8162,2014/6/10,11:00:11,39.93554,N,116.06707,E
7275,9331,2014/6/10,11:00:11,39.98728,N,116.48261,E
7863,9767,2014/6/10,11:00:11,39.98729,N,116.41009,E
7927,9952,2014/6/10,11:00:11,39.91738,N,116.44413,E
935,2821,2014/6/10,11:00:12,40.0813,N,116.35152,E
1681,3041,2014/6/10,11:00:12,39.84062,N,116.27944,E
1911,3110,2014/6/10,11:00:12,39.99571,N,116.35793,E
2491,3498,2014/6/10,11:00:12,39.97594,N,116.36383,E
4004,5841,2014/6/10,11:00:12,39.86275,N,116.5079,E
4869,6512,2014/6/10,11:00:12,39.97509,N,116.32406,E
6166,6938,2014/6/10,11:00:12,39.97081,N,116.55931,E
6696,8162,2014/6/10,11:00:12,39.93555,N,116.06706,E
7000,8398,2014/6/10,11:00:12,40.03917,N,116.46481,E
8072,10126,2014/6/10,11:00:12,39.82959,N,116.2957,E
1447,2991,2014/6/10,11:00:13,39.96445,N,116.44378,E
1724,3050,2014/6/10,11:00:13,39.82341,N,116.27396,E
2038,3129,2014/6/10,11:00:13,39.98999,N,116.37652,E
2505,3499,2014/6/10,11:00:13,39.96596,N,116.31567,E
3400,4713,2014/6/10,11:00:13,39.87712,N,116.37132,E
5617,6761,2014/6/10,11:00:13,39.89561,N,116.31068,E
5857,6838,2014/6/10,11:00:13,39.99297,N,116.41344,E
6490,7267,2014/6/10,11:00:13,39.98007,N,116.48108,E
6679,8158,2014/6/10,11:00:13,39.65026,N,116.65871,E
267,2721,2014/6/10,11:00:14,39.86955,N,116.39519,E
1172,2851,2014/6/10,11:00:14,39.90868,N,116.25897,E
1901,3109,2014/6/10,11:00:14,39.92625,N,116.42791,E
2481,3496,2014/6/10,11:00:14,39.88376,N,116.63713,E
4079,5867,2014/6/10,11:00:14,39.86436,N,116.41555,E
5949,6854,2014/6/10,11:00:14,39.97939,N,116.38706,E
6182,6947,2014/6/10,11:00:14,39.98554,N,116.36277,E
6554,7279,2014/6/10,11:00:14,39.88568,N,116.41431,E
6697,8162,2014/6/10,11:00:14,39.93556,N,116.06703,E
7851,9762,2014/6/10,11:00:14,39.90635,N,116.18253,E
8180,11669,2014/6/10,11:00:14,39.98507,N,116.47321,E
1150,2849,2014/6/10,11:00:15,39.94384,N,116.31891,E
1549,3014,2014/6/10,11:00:15,39.86416,N,116.45353,E
3152,4655,2014/6/10,11:00:15,39.71647,N,115.95508,E
3352,4705,2014/6/10,11:00:15,39.93456,N,116.34982,E
4069,5862,2014/6/10,11:00:15,39.89954,N,116.48857,E
4804,6502,2014/6/10,11:00:15,39.8878,N,116.36636,E
5871,6842,2014/6/10,11:00:15,39.978,N,116.56184,E
6455,7262,2014/6/10,11:00:15,40.04808,N,116.58021,E
6527,7273,2014/6/10,11:00:15,40.00819,N,116.4566,E
6698,8162,2014/6/10,11:00:15,39.93557,N,116.06702,E
7654,9476,2014/6/10,11:00:15,39.87023,N,116.39057,E
67,2075,2014/6/10,11:00:16,39.90494,N,116.42092,E
118,2084,2014/6/10,11:00:16,39.9122,N,116.35079,E
247,2718,2014/6/10,11:00:16,39.92754,N,116.5113,E
2229,3362,2014/6/10,11:00:16,39.949,N,116.41681,E
3667,5682,2014/6/10,11:00:16,40.16151,N,116.81447,E
3907,5811,2014/6/10,11:00:16,39.90246,N,116.4454,E
4090,5870,2014/6/10,11:00:16,39.95817,N,116.45025,E
4105,5896,2014/6/10,11:00:16,39.96638,N,116.49701,E
4160,6245,2014/6/10,11:00:16,39.92278,N,116.43526,E
4377,6270,2014/6/10,11:00:16,39.92568,N,116.34993,E
5954,6855,2014/6/10,11:00:16,39.94754,N,116.44746,E
6699,8162,2014/6/10,11:00:16,39.93557,N,116.06701,E
6934,8164,2014/6/10,11:00:16,39.9492,N,115.91305,E
7110,8409,2014/6/10,11:00:16,39.94456,N,116.31113,E
7819,9750,2014/6/10,11:00:16,39.9545,N,116.36499,E
1795,3063,2014/6/10,11:00:17,39.90539,N,116.46598,E
1967,3116,2014/6/10,11:00:17,39.84128,N,116.41106,E
3545,5652,2014/6/10,11:00:17,39.84298,N,116.31599,E
3699,5685,2014/6/10,11:00:17,39.97834,N,116.4933,E
4794,6501,2014/6/10,11:00:17,39.86979,N,116.43307,E
5363,6708,2014/6/10,11:00:17,40.01156,N,116.50569,E
6700,8162,2014/6/10,11:00:17,39.93557,N,116.06701,E
7320,9335,2014/6/10,11:00:17,39.8912,N,116.4331,E
7478,9445,2014/6/10,11:00:17,39.93101,N,116.36084,E
7564,9453,2014/6/10,11:00:17,39.87992,N,116.28916,E
7732,9687,2014/6/10,11:00:17,39.91171,N,116.27708,E
379,2737,2014/6/10,11:00:18,39.90719,N,116.37632,E
638,2778,2014/6/10,11:00:18,40.06718,N,116.5819,E
1612,3019,2014/6/10,11:00:18,39.96667,N,116.35929,E
1871,3077,2014/6/10,11:00:18,39.87944,N,116.42936,E
2072,3135,2014/6/10,11:00:18,39.9234,N,116.18277,E
2425,3470,2014/6/10,11:00:18,39.86265,N,116.4102,E
2492,3498,2014/6/10,11:00:18,39.97594,N,116.36384,E
5091,6645,2014/6/10,11:00:18,39.91228,N,116.46072,E
5901,6847,2014/6/10,11:00:18,40.04979,N,116.61181,E
6202,6955,2014/6/10,11:00:18,39.94059,N,116.41924,E
6261,6992,2014/6/10,11:00:18,39.90282,N,116.45295,E
6701,8162,2014/6/10,11:00:18,39.93557,N,116.06701,E
7380,9410,2014/6/10,11:00:18,39.92307,N,116.42643,E
92,2080,2014/6/10,11:00:19,39.97512,N,116.34182,E
423,2741,2014/6/10,11:00:19,39.88391,N,116.3112,E
2561,3516,2014/6/10,11:00:19,39.96757,N,116.41867,E
3103,4648,2014/6/10,11:00:19,39.92214,N,116.5145,E
4488,6442,2014/6/10,11:00:19,39.96025,N,116.55275,E
4783,6499,2014/6/10,11:00:19,39.88176,N,116.38912,E
5471,6736,2014/6/10,11:00:19,39.98888,N,116.46826,E
5789,6815,2014/6/10,11:00:19,39.9655,N,116.32831,E
5979,6867,2014/6/10,11:00:19,39.91808,N,116.45149,E
6702,8162,2014/6/10,11:00:19,39.93557,N,116.06701,E
7357,9339,2014/6/10,11:00:19,40.07606,N,116.58131,E
82,2077,2014/6/10,11:00:20,39.88538,N,116.39544,E
521,2759,2014/6/10,11:00:20,39.95231,N,116.30379,E
1068,2839,2014/6/10,11:00:20,39.94477,N,116.40206,E
1977,3118,2014/6/10,11:00:20,39.92272,N,116.43522,E
2289,3389,2014/6/10,11:00:20,40.04984,N,116.61076,E
2592,3525,2014/6/10,11:00:20,40.05392,N,116.55469,E
3496,5639,2014/6/10,11:00:20,39.86546,N,116.39303,E
4445,6432,2014/6/10,11:00:20,39.907,N,116.46227,E
5481,6738,2014/6/10,11:00:20,40.1853,N,117.00965,E
5800,6816,2014/6/10,11:00:20,39.98287,N,116.49297,E
6331,7176,2014/6/10,11:00:20,39.88806,N,116.35834,E
6648,8155,2014/6/10,11:00:20,39.96177,N,116.453,E
7724,9686,2014/6/10,11:00:20,39.94278,N,116.30422,E
8041,10121,2014/6/10,11:00:20,40.04768,N,116.6081,E
8193,11670,2014/6/10,11:00:20,40.04985,N,116.61065,E
1651,3028,2014/6/10,11:00:21,39.94779,N,116.39436,E
1957,3115,2014/6/10,11:00:21,39.86981,N,116.41502,E
4116,6164,2014/6/10,11:00:21,39.95117,N,116.43362,E
5520,6744,2014/6/10,11:00:21,40.03314,N,116.52332,E
6703,8162,2014/6/10,11:00:21,39.93556,N,116.06702,E
7258,9330,2014/6/10,11:00:21,39.89738,N,116.38917,E
7447,9434,2014/6/10,11:00:21,39.75109,N,116.5403,E
7896,9779,2014/6/10,11:00:21,39.93795,N,116.26779,E
2093,3140,2014/6/10,11:00:22,39.98288,N,116.43178,E
2415,3469,2014/6/10,11:00:22,40.04977,N,116.6108,E
3196,4664,2014/6/10,11:00:22,39.99834,N,116.49602,E
4317,6262,2014/6/10,11:00:22,39.89984,N,116.41285,E
4588,6469,2014/6/10,11:00:22,39.97167,N,116.49752,E
4774,6496,2014/6/10,11:00:22,39.50998,N,116.3182,E
5273,6693,2014/6/10,11:00:22,39.97884,N,116.56137,E
5607,6760,2014/6/10,11:00:22,39.83659,N,116.3399,E
5720,6794,2014/6/10,11:00:22,40.07598,N,116.58128,E
6011,6873,2014/6/10,11:00:22,40.03843,N,116.52606,E
7775,9707,2014/6/10,11:00:22,39.90736,N,116.30493,E
7911,9788,2014/6/10,11:00:22,39.8974,N,116.20747,E
182,2706,2014/6/10,11:00:23,39.96743,N,116.34725,E
237,2715,2014/6/10,11:00:23,39.89943,N,116.43263,E
3566,5661,2014/6/10,11:00:23,39.98897,N,116.33822,E
4048,5858,2014/6/10,11:00:23,39.97216,N,116.46276,E
5056,6628,2014/6/10,11:00:23,39.93303,N,116.42829,E
5223,6680,2014/6/10,11:00:23,39.94954,N,116.47076,E
6041,6880,2014/6/10,11:00:23,39.97813,N,116.56156,E
6704,8162,2014/6/10,11:00:23,39.93556,N,116.06703,E
7225,9327,2014/6/10,11:00:23,39.87857,N,116.31484,E
8029,10119,2014/6/10,11:00:23,39.97888,N,116.30214,E
8083,10127,2014/6/10,11:00:23,39.94271,N,116.46084,E
8150,10732,2014/6/10,11:00:23,39.96789,N,116.4234,E
1411,2985,2014/6/10,11:00:24,39.86264,N,116.37238,E
1936,3112,2014/6/10,11:00:24,39.95667,N,116.33816,E
2208,3360,2014/6/10,11:00:24,39.85552,N,116.41255,E
2683,3548,2014/6/10,11:00:24,40.01238,N,116.51016,E
2907,4426,2014/6/10,11:00:24,39.80766,N,116.49981,E
3846,5782,2014/6/10,11:00:24,39.86648,N,116.47157,E
3891,5804,2014/6/10,11:00:24,39.90967,N,116.4838,E
4257,6255,2014/6/10,11:00:24,39.90328,N,116.4836,E
4311,6261,2014/6/10,11:00:24,39.93034,N,116.41656,E
4642,6480,2014/6/10,11:00:24,39.93608,N,116.37326,E
6604,7288,2014/6/10,11:00:24,39.98059,N,116.36622,E
471,2753,2014/6/10,11:00:25,39.8992,N,116.65577,E
1088,2842,2014/6/10,11:00:25,39.97991,N,116.32724,E
1425,2986,2014/6/10,11:00:25,40.02952,N,116.26496,E
3191,4663,2014/6/10,11:00:25,39.93844,N,116.48398,E
3780,5700,2014/6/10,11:00:25,39.91748,N,116.63201,E
4228,6252,2014/6/10,11:00:25,39.84825,N,116.41786,E
4312,6261,2014/6/10,11:00:25,39.93034,N,116.41655,E
4347,6266,2014/6/10,11:00:25,39.82257,N,116.44844,E
4754,6494,2014/6/10,11:00:25,39.88859,N,116.25849,E
5510,6742,2014/6/10,11:00:25,39.97067,N,116.46019,E
6320,7174,2014/6/10,11:00:25,39.91079,N,116.42591,E
6705,8162,2014/6/10,11:00:25,39.93556,N,116.06704,E
7170,8607,2014/6/10,11:00:25,39.97274,N,116.47884,E
7367,9340,2014/6/10,11:00:25,40.00416,N,116.47795,E
1043,2837,2014/6/10,11:00:26,39.97242,N,116.27723,E
1701,3047,2014/6/10,11:00:26,39.8873,N,116.44956,E
3657,5681,2014/6/10,11:00:26,39.78704,N,116.35169,E
3750,5696,2014/6/10,11:00:26,39.94774,N,116.43446,E
4327,6263,2014/6/10,11:00:26,39.93619,N,116.30367,E
4984,6592,2014/6/10,11:00:26,39.96672,N,116.37839,E
5710,6790,2014/6/10,11:00:26,40.00832,N,116.49754,E
7840,9755,2014/6/10,11:00:26,39.85799,N,116.44354,E
8042,10121,2014/6/10,11:00:26,40.0477,N,116.60807,E
31,1386,2014/6/10,11:00:27,40.041,N,116.29927,E
1033,2836,2014/6/10,11:00:27,39.66948,N,116.58282,E
1676,3034,2014/6/10,11:00:27,39.80719,N,116.08338,E
2239,3363,2014/6/10,11:00:27,39.63905,N,116.07157,E
2799,3753,2014/6/10,11:00:27,39.9046,N,116.47151,E
3415,4716,2014/6/10,11:00:27,39.90574,N,116.45595,E
3418,4717,2014/6/10,11:00:27,39.74075,N,116.12671,E
3535,5646,2014/6/10,11:00:27,39.77131,N,116.66032,E
3637,5677,2014/6/10,11:00:27,39.99291,N,116.44518,E
4029,5849,2014/6/10,11:00:27,39.87009,N,116.45538,E
4140,6188,2014/6/10,11:00:27,39.90183,N,116.38966,E
4722,6491,2014/6/10,11:00:27,39.82454,N,116.44583,E
6419,7253,2014/6/10,11:00:27,39.99676,N,116.41107,E
6706,8162,2014/6/10,11:00:27,39.93555,N,116.06705,E
7479,9445,2014/6/10,11:00:27,39.93104,N,116.3625,E
8148,10373,2014/6/10,11:00:27,39.91148,N,116.49443,E
886,2816,2014/6/10,11:00:28,39.93558,N,116.37338,E
1023,2834,2014/6/10,11:00:28,39.95811,N,116.41204,E
1745,3055,2014/6/10,11:00:28,39.93985,N,116.38379,E
2148,3154,2014/6/10,11:00:28,40.07458,N,116.5805,E
2461,3488,2014/6/10,11:00:28,40.13027,N,116.2574,E
2933,4608,2014/6/10,11:00:28,39.88175,N,116.39295,E
3197,4664,2014/6/10,11:00:28,39.99834,N,116.49601,E
3261,4678,2014/6/10,11:00:28,40.05,N,116.61104,E
3586,5665,2014/6/10,11:00:28,39.95862,N,116.7353,E
3647,5680,2014/6/10,11:00:28,40.04987,N,116.61079,E
3740,5695,2014/6/10,11:00:28,39.86987,N,116.32509,E
4059,5861,2014/6/10,11:00:28,39.89951,N,116.46652,E
4150,6244,2014/6/10,11:00:28,39.97738,N,116.375,E
4198,6249,2014/6/10,11:00:28,40.34454,N,116.73332,E
4218,6251,2014/6/10,11:00:28,40.28854,N,116.2181,E
4424,6417,2014/6/10,11:00:28,39.89232,N,116.37855,E
4932,6572,2014/6/10,11:00:28,39.98198,N,116.44458,E
5996,6870,2014/6/10,11:00:28,39.97526,N,116.48738,E
6156,6937,2014/6/10,11:00:28,39.90426,N,116.26903,E
6226,6978,2014/6/10,11:00:28,40.32111,N,116.63371,E
6376,7182,2014/6/10,11:00:28,39.92275,N,116.26145,E
7141,8412,2014/6/10,11:00:28,40.00024,N,116.45034,E
7390,9423,2014/6/10,11:00:28,39.96273,N,116.21196,E
8084,10127,2014/6/10,11:00:28,39.9427,N,116.46085,E
21,1381,2014/6/10,11:00:29,39.99466,N,116.41572,E
1375,2980,2014/6/10,11:00:29,39.9065,N,116.39997,E
1518,3006,2014/6/10,11:00:29,40.05033,N,116.82138,E
2946,4613,2014/6/10,11:00:29,39.87296,N,116.62657,E
3760,5698,2014/6/10,11:00:29,39.93158,N,116.39018,E
3791,5704,2014/6/10,11:00:29,39.88848,N,116.66595,E
4188,6248,2014/6/10,11:00:29,40.14324,N,117.09001,E
4247,6254,2014/6/10,11:00:29,40.22824,N,117.11937,E
4892,6525,2014/6/10,11:00:29,39.93549,N,116.41948,E
5193,6676,2014/6/10,11:00:29,39.91095,N,116.35064,E
6707,8162,2014/6/10,11:00:29,39.93555,N,116.06705,E
7979,9957,2014/6/10,11:00:29,39.96907,N,116.46204,E
8009,10015,2014/6/10,11:00:29,39.94746,N,116.51044,E
323,2728,2014/6/10,11:00:30,39.87485,N,116.44939,E
626,2777,2014/6/10,11:00:30,39.91473,N,116.3583,E
1198,2854,2014/6/10,11:00:30,39.88186,N,116.46404,E
1478,2996,2014/6/10,11:00:30,39.91331,N,116.45575,E
1891,3080,2014/6/10,11:00:30,39.96467,N,116.44475,E
2113,3144,2014/6/10,11:00:30,39.93682,N,116.41854,E
2188,3271,2014/6/10,11:00:30,39.87443,N,116.31132,E
3994,5838,2014/6/10,11:00:30,39.94089,N,116.48393,E
4834,6508,2014/6/10,11:00:30,39.90635,N,116.21497,E
5559,6749,2014/6/10,11:00:30,39.96597,N,116.32329,E
6036,6877,2014/6/10,11:00:30,39.96612,N,116.32818,E
6970,8359,2014/6/10,11:00:30,39.94607,N,116.40204,E
7285,9332,2014/6/10,11:00:30,39.91269,N,116.3678,E
8062,10125,2014/6/10,11:00:30,39.75003,N,116.3322,E
867,2811,2014/6/10,11:00:31,39.89582,N,116.30049,E
896,2817,2014/6/10,11:00:31,39.85482,N,116.21609,E
1053,2838,2014/6/10,11:00:31,39.85568,N,116.41477,E
1597,3018,2014/6/10,11:00:31,39.86701,N,116.30625,E
1661,3031,2014/6/10,11:00:31,39.96171,N,116.41532,E
2607,3529,2014/6/10,11:00:31,40.04997,N,116.61091,E
2864,3867,2014/6/10,11:00:31,39.9658,N,116.31776,E
3679,5683,2014/6/10,11:00:31,39.97077,N,116.46346,E
4528,6462,2014/6/10,11:00:31,39.92285,N,116.28953,E
5593,6757,2014/6/10,11:00:31,39.95422,N,116.35535,E
5633,6765,2014/6/10,11:00:31,40.00995,N,116.49839,E
6192,6950,2014/6/10,11:00:31,39.91141,N,116.35079,E
6708,8162,2014/6/10,11:00:31,39.93556,N,116.06703,E
7452,9437,2014/6/10,11:00:31,39.87972,N,116.45594,E
7457,9438,2014/6/10,11:00:31,40.04971,N,116.61058,E
7753,9691,2014/6/10,11:00:31,39.91492,N,116.20535,E
7763,9695,2014/6/10,11:00:31,39.9021,N,116.36824,E
7881,9771,2014/6/10,11:00:31,39.93692,N,116.31946,E
287,2723,2014/6/10,11:00:32,39.88875,N,116.31802,E
662,2780,2014/6/10,11:00:32,39.96643,N,116.30165,E
1775,3061,2014/6/10,11:00:32,39.88599,N,116.42825,E
2365,3432,2014/6/10,11:00:32,39.91903,N,116.44242,E
2761,3658,2014/6/10,11:00:32,40.04982,N,116.61063,E
2804,3765,2014/6/10,11:00:32,39.92181,N,116.4905,E
2990,4621,2014/6/10,11:00:32,39.88772,N,116.37861,E
4260,6256,2014/6/10,11:00:32,39.86569,N,116.28106,E
4823,6507,2014/6/10,11:00:32,39.91269,N,116.33612,E
5395,6717,2014/6/10,11:00:32,39.97815,N,116.5619,E
5436,6725,2014/6/10,11:00:32,39.97806,N,116.56171,E
6589,7286,2014/6/10,11:00:32,39.94991,N,116.37061,E
